f0,f1,f2,f3,f4,centroide_espectral,ancho_banda,rolloff,zcr,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,energia_promedio,variabilidad_energia,n_onsets,duracion_efectiva,f0_variabilidad,f0_rango,archivo,tipo_audio,etiqueta,genero,voz
118.43632957774761,252.39420097178242,252.39420097178242,739.3298038449533,739.3298038449533,975.3875878003757,1584.1480873608355,1880.2903395432693,0.016664162660256412,-262.3057447785207,195.2833602999871,-2.4453165548260083,35.24321538119994,8.127095196479724,0.15375432,0.10407021,11,0.9019501133786848,63.12351332302206,169.66310758506356,la9.wav,silaba,la,female,grave
227.79216129246882,385.94825568155403,385.94825568155403,498.31617192623975,498.31617192623975,1791.7866521259357,3076.2395857686106,2795.114805640244,0.023294588414634148,-201.1746133936116,149.10551734070032,-16.92838313592899,19.15882663210857,33.24523781069327,0.2796624,0.13678026,3,0.46439909297052157,32.59929531270019,135.93250007447668,le1.wav,silaba,le,female,aguda
216.08201237687246,421.2255516928505,421.2255516928505,440.1910690434432,440.1910690434432,1308.2087602327772,1338.9256142031445,2564.6044921875,0.025862630208333334,-301.17094202908754,144.23289701625396,-35.52648307711162,31.104250493622942,83.21351196285795,0.2055292,0.10624476,2,0.33668934240362813,6.3843489441171055,20.436594877262763,le11.wav,silaba,le,female,aguda
233.3262254540845,285.847010246134,285.847010246134,665.0489827631369,665.0489827631369,1775.1561117808021,3171.3388630458116,2640.4362858952704,0.020375844594594593,-228.5423430096439,138.92012185674167,-4.661164727336964,31.29113787625765,39.75823052638058,0.25478774,0.12546064,2,0.4179591836734694,7.467125243805359,29.017076310621377,le2.wav,silaba,le,female,aguda
178.87473582062884,231.6077290503837,231.6077290503837,549.095811147632,549.095811147632,1264.426385649311,1882.9162863444567,2876.6401811079545,0.021839488636363636,-270.85910386975905,166.80491366758193,-11.723625811664563,80.39425129020233,44.39353803710416,0.23845373,0.09093305,3,0.4992290249433107,28.153054879763896,175.4769415409814,le3.wav,silaba,le,female,media
203.8743289149948,397.93223653943977,397.93223653943977,2189.931585729589,2189.931585729589,1644.9411216207493,3111.4890332171203,2670.1171875,0.021296574519230768,-218.8106991270903,156.265212896106,-1.3638705619726819,18.136115763101554,34.84820208097578,0.24467963,0.107879214,3,0.592108843537415,80.56332536236845,257.80653298235825,le4.wav,silaba,le,female,aguda
235.5243981186975,462.59387765305127,462.59387765305127,540.3354712692243,540.3354712692243,1607.7017987919949,2250.253291751033,3005.738146551724,0.02392578125,-281.7585954680875,154.18439765935042,-36.8634605927222,42.010926155223714,46.78408120307903,0.1971338,0.102677695,2,0.3250793650793651,21.493672401840755,63.895316642307336,le5.wav,silaba,le,female,aguda
198.09462535958258,385.57891043870353,385.57891043870353,2119.015252231858,2119.015252231858,1249.331160191992,1769.8309657794086,2799.794921875,0.02036675347222222,-233.76722828453825,164.9462585703458,-31.78961137189654,60.66116551925324,43.14849599498367,0.30702665,0.115588374,3,0.5108390022675737,33.244125507775976,178.89700359628145,le6.wav,silaba,le,female,media
223.30263535945858,503.22810334978107,503.22810334978107,714.9808414134076,714.9808414134076,2729.0785279176175,3342.007786286936,5266.825727982955,0.039604048295454546,-438.239776161529,50.74488931234146,-3.6331145495361397,6.537934312279925,-2.9875056672268356,0.053526968,0.10207466,6,1.2766666666666666,98.08636037438175,321.01778656126487,le7.wav,silaba,le,female,aguda
216.95952169880877,262.42224544873204,262.42224544873204,490.66217297846543,490.66217297846543,959.9743368096082,1578.0576471918848,1407.591488486842,0.015303762335526315,-284.5892582231334,175.53432172406298,9.023192196863448,61.873336941226924,32.541082417434964,0.2780578,0.119921654,3,0.4295691609977324,50.547097936503704,184.5166879724756,le8.wav,silaba,le,female,aguda
97.95486970175946,272.3212094568709,272.3212094568709,387.17542596613714,387.17542596613714,1294.0888400258398,1762.896411905837,2883.0229423415494,0.025603818221830985,-249.07258736355453,178.1830198530138,-13.70391248666373,33.593050527262776,21.948516181207705,0.15084888,0.12730178,8,0.8126984126984127,66.51419794326912,169.17848793097673,le9.wav,silaba,le,female,grave
246.47618648681384,297.1645225061329,297.1645225061329,468.922961484335,468.922961484335,1737.8330394639704,3212.6901845541,3290.8351732336955,0.016166355298913044,-240.48347624009944,126.1241476161785,-6.922819996749956,42.33910453919738,40.01802864903896,0.29585326,0.123659685,4,0.5224489795918368,35.549536033218594,108.14925685325517,li1.wav,silaba,li,female,aguda
226.77669034330864,428.2124913837946,428.2124913837946,2378.6782700976337,2378.6782700976337,1573.872772728892,1671.7618935291284,3010.6109619140625,0.0332794189453125,-303.2976041483862,154.41109142575112,-46.26100463140483,58.54487086936841,101.05442547050265,0.22495365,0.09011442,2,0.3599092970521542,8.783945802988766,40.33434087929572,li11.wav,silaba,li,female,aguda
220.0928707440973,261.97575189818326,261.97575189818326,451.8500403033621,451.8500403033621,2166.0504904134013,3745.0194561487688,4409.1796875,0.022189670138888888,-288.96483381231394,125.95346169119414,4.782247710548168,44.295857761110604,47.19518835346026,0.18751301,0.16526629,5,0.7198185941043084,47.471011201782645,156.84234209276713,li2.wav,silaba,li,female,aguda
182.8780935955612,296.82246689541086,296.82246689541086,2550.807086359548,2550.807086359548,1374.3781728199774,2188.2087572178307,3191.8079723011365,0.012750799005681818,-310.7097894478499,115.96341193364033,2.1595838346394416,110.86431536000508,42.90787561500472,0.25032833,0.09441531,4,0.4992290249433107,16.6463478832112,72.43688001859306,li3.wav,silaba,li,female,media
211.5378571776377,324.6201675354449,324.6201675354449,2270.4257852987844,2270.4257852987844,1777.9962797803132,3641.208290056084,2993.798828125,0.01619078621031746,-227.6638551359506,134.26795697142606,16.8366603603367,32.38767692598318,35.59797132819624,0.28270283,0.10552004,7,0.7198185941043084,52.58837841710375,216.96177152723993,li4.wav,silaba,li,female,aguda
261.54768726933264,333.1784844405235,333.1784844405235,468.252048803092,468.252048803092,2141.886400945106,3202.621191254935,3865.8828735351562,0.0282135009765625,-275.6171670405164,129.18695889290447,-25.302468413035715,72.55769402846508,46.70553390374245,0.2193408,0.11210892,3,0.3599092970521542,33.47751397036753,93.54091771407118,li5.wav,silaba,li,female,aguda
212.8958771729825,406.35954377558073,406.35954377558073,2078.9090885096025,2078.9090885096025,1226.3207294378142,1896.6169880131738,2848.049444901316,0.018683182565789474,-293.98341982974677,116.66412239246455,-11.595067259027289,85.39694013947224,53.73251884880456,0.23959333,0.12096559,5,0.4295691609977324,10.510105284497282,36.63709127506081,li6.wav,silaba,li,female,aguda
235.21762404685245,382.1981845556989,382.1981845556989,1767.015648698908,1767.015648698908,2948.066570063209,3398.7755934585043,6080.4931640625,0.035191127232142856,-448.86240184065457,65.47259087743942,-5.08172801108096,30.43068426843389,6.486546114569529,0.05801733,0.09697281,8,1.1261678004535147,91.88259816485296,318.92874352508466,li7.wav,silaba,li,female,aguda
212.81308374189183,227.5291419495554,227.5291419495554,449.13075186889034,449.13075186889034,1014.6171214444603,1617.434212097322,2221.688232421875,0.01639404296875,-265.640637023071,159.36920984969248,7.398159926922338,75.66904060728334,55.371112579091644,0.3151689,0.15733817,5,0.4527891156462585,56.22100082101669,166.11195956052813,li8.wav,silaba,li,female,aguda
223.6189179114442,266.54274845352523,266.54274845352523,405.54117625590277,405.54117625590277,1167.6442693248387,1797.694913223213,2572.5448608398438,0.0138092041015625,-235.501388345727,173.79822613125663,-17.578798839822824,54.5770338189876,26.811379683222974,0.27841073,0.12521279,3,0.3599092970521542,8.358202521472638,40.383569981009344,li9.wav,silaba,li,female,aguda
220.6249975279772,386.5398162479152,386.5398162479152,1205.0869737376058,1205.0869737376058,1407.8089167862197,2761.7814922296566,1950.8056640625,0.021135602678571428,-230.6548512499659,169.90424950775673,1.745630484568314,2.923992945329552,4.362000694230991,0.26973638,0.12179652,3,0.47600907029478456,46.050371456330375,170.82099754893918,lo1.wav,silaba,lo,female,aguda
239.86101406934222,514.3676646250384,514.3676646250384,1040.7286172330594,1040.7286172330594,1107.0038684561864,1234.2388564000803,2027.8337149784484,0.023656384698275863,-275.6844123791632,183.40795553936334,-28.235036788025873,-15.914888143475617,26.70596184481712,0.23877616,0.115239166,2,0.3250793650793651,34.595969942458865,100.30183901701261,lo11.wav,silaba,lo,female,aguda
250.94731514560158,365.8576126396372,365.8576126396372,801.2138798066911,801.2138798066911,1256.3461929183982,2470.0304260237403,1538.7510557432433,0.02122043918918919,-254.0495505077098,177.5331361414438,11.374939320565746,17.602206267378595,-2.930280179206832,0.21807882,0.12568904,3,0.4179591836734694,50.02004630119884,153.91730141053858,lo2.wav,silaba,lo,female,aguda
175.60409980534976,481.83218883481743,481.83218883481743,986.6206747655343,986.6206747655343,752.6124943490591,1300.9106151143535,1022.8271484375,0.019764775815217392,-283.08588916404017,212.65330162233226,27.25642726445708,28.249263814132654,2.6858968714082403,0.25206336,0.09620191,5,0.5224489795918368,21.638287188922018,139.67072022262866,lo3.wav,silaba,lo,female,media
192.11999969746256,471.89876351490506,471.89876351490506,849.2026545888773,849.2026545888773,1184.8595517784147,2396.968303568613,1280.8114858774038,0.024752103365384616,-244.91346357855053,192.3119684253397,21.354020316664773,-2.5775076297842383,-6.156867311453452,0.23986247,0.1071792,3,0.592108843537415,60.006819720057045,297.82522136415014,lo4.wav,silaba,lo,female,media
246.40590638658583,496.4569545413181,496.4569545413181,1017.3188902645426,1017.3188902645426,1559.670506892172,2260.856820888572,3083.2855224609375,0.0215606689453125,-271.2537265722226,178.9490866261869,-31.396245609522616,20.92972570934462,-5.598597573492822,0.20575878,0.10741917,4,0.3599092970521542,31.20880440372448,90.65242066845639,lo5.wav,silaba,lo,female,aguda
182.00937194604245,611.675996463027,611.675996463027,1766.370065346669,1766.370065346669,3782.260145796474,3735.5612284871036,7837.470703125,0.056187220982142856,-386.9624618922864,65.76895703488327,-10.057007911493997,19.600077462760858,5.2038129614680235,0.0845155,0.15831503,4,0.8010884353741496,76.25348231950012,321.01778656126487,lo6.wav,silaba,lo,female,media
260.2003596604068,545.1382958742349,545.1382958742349,902.025540284411,902.025540284411,958.1290360159956,1260.6750038072466,1304.55322265625,0.0233154296875,-279.68950061184336,171.58615486699134,4.964429443925833,-8.272610975726305,-25.6890331390709,0.24165106,0.15668912,2,0.26702947845804986,70.16277733212539,290.3617256543975,lo7.wav,silaba,lo,female,aguda
209.79595239174347,368.60814302530963,368.60814302530963,842.9233884422591,842.9233884422591,864.861971740919,1284.65682298021,1443.991268382353,0.017563763786764705,-278.9207287152118,217.1471500556498,19.92465964841709,14.326452649474884,-0.3933994889471285,0.28893462,0.11197597,4,0.3831292517006803,21.027109851387802,135.03611608731825,lo8.wav,silaba,lo,female,aguda
217.7736829675525,351.64239790445447,351.64239790445447,518.1641236379338,518.1641236379338,1035.4753102973655,1416.1360777442244,1881.1772772606382,0.02144281914893617,-268.821248413717,183.29993737887952,3.5927615986931567,15.653799330313298,9.140745589663283,0.20435677,0.15830597,8,0.5340589569160997,66.76107943995073,185.68543756357448,lo9.wav,silaba,lo,female,aguda
202.709292436075,353.3306245985982,353.3306245985982,1059.3247392099042,1059.3247392099042,1074.5957648827552,2769.9680534791223,961.5688981681035,0.014530576508620689,-292.202026760507,176.9181117151512,50.44613257891204,11.585489951632004,2.9565777125434507,0.24360074,0.12790819,3,0.3250793650793651,33.48523438926429,100.5995517741641,lu1.wav,silaba,lu,female,aguda
229.59560984688946,425.07733869772153,425.07733869772153,1682.1034665298123,1682.1034665298123,801.2716735170275,1237.4753903095404,1268.06640625,0.01586009837962963,-304.34361470158933,178.43922805392288,14.16259096202217,5.8847056625078435,41.23467244190855,0.2704085,0.115977645,3,0.301859410430839,16.437166752303003,61.461482611688325,lu11.wav,silaba,lu,female,aguda
209.5844598056804,379.6034122005553,379.6034122005553,409.90565443217804,409.90565443217804,1069.311215020896,2424.41471709881,1448.10791015625,0.014229910714285714,-276.57734885487514,157.73919356429565,38.813414427908945,32.85841864884159,19.902071622456074,0.27097806,0.17399369,3,0.313469387755102,13.377642975950996,68.35346572849744,lu2.wav,silaba,lu,female,aguda
214.37878701134306,372.97118305510577,372.97118305510577,1145.3956459464157,1145.3956459464157,973.9746073401944,1643.7591195816149,1643.0770210597825,0.016835088315217392,-256.3097952964663,184.9322856887516,5.2103044862986225,42.151693644862924,12.43542181217074,0.26674214,0.11818995,3,0.25541950113378686,26.17722304012291,118.64541370668312,lu3.wav,silaba,lu,female,aguda
283.33847652042795,321.7068514967358,321.7068514967358,788.2461120288505,788.2461120288505,1487.9136976674054,3173.5759050416555,1904.3426513671875,0.0164794921875,-237.93981272348668,170.5474279522417,28.765769641003278,4.686091151518113,7.297461917356665,0.2402905,0.12910876,3,0.3599092970521542,60.434534138970044,271.1003565241753,lu4.wav,silaba,lu,female,aguda
217.85019491538628,330.42558669058246,330.42558669058246,499.00506428553547,499.00506428553547,1083.3264254560231,2584.1315562812065,1484.1346153846155,0.013070913461538462,-332.0573641676094,173.97879273265747,24.77194164981605,20.24040563994905,27.403502196370884,0.19510981,0.09920164,2,0.29024943310657597,22.023083842524443,78.36873623881493,lu5.wav,silaba,lu,female,aguda
190.43308585895272,365.09910335142416,365.09910335142416,1898.6131307894295,1898.6131307894295,803.259398369696,1475.78920027947,1254.955078125,0.0130078125,-311.9904436836818,158.722210776674,22.851781015835094,28.042991182300522,47.57799901892412,0.23283502,0.12599261,2,0.2786394557823129,7.221540369021971,33.31643945119745,lu6.wav,silaba,lu,female,media
234.17493096329363,403.2555898623438,403.2555898623438,1071.3491046760764,1071.3491046760764,831.5480699878822,1421.1445103107828,1278.8850203804348,0.016176970108695652,-289.6403770502738,180.36470613303857,16.121636460419246,14.481054305918201,-2.140934061657489,0.28371862,0.14192802,2,0.25541950113378686,22.183197499476286,94.7133870212893,lu7.wav,silaba,lu,female,aguda
210.47466032199375,295.28998988347917,295.28998988347917,1216.6070553434467,1216.6070553434467,1345.2229812664953,1666.8397288309661,2662.042236328125,0.023518880208333332,-293.14893734008996,170.46943000614172,4.150977740320048,40.85888040609499,3.3955291963724963,0.17517443,0.13731739,2,0.26702947845804986,58.46029854306615,151.8331689801822,lu8.wav,silaba,lu,female,aguda
216.5175100595504,353.14222486327833,353.14222486327833,1405.212494766701,1405.212494766701,980.4502409898789,1485.0161289440646,1819.125,0.01423828125,-254.4510459482796,192.47672528009795,3.369591941726137,11.539842271905293,23.65819461476722,0.28187612,0.13950421,3,0.2786394557823129,17.817797564770157,59.08748248011341,lu9.wav,silaba,lu,female,aguda
111.20372205550473,615.9970990889032,615.9970990889032,1602.410344101502,1602.410344101502,984.65008788796,1952.0433871723073,1518.643465909091,0.015558416193181818,-254.95623781346822,212.2912460098494,12.747530376780581,9.80859610066827,13.546293443228011,0.21531409,0.101150796,2,0.45866666666666667,14.445496954196454,48.039869309270344,la0.wav,silaba,la,male,grave
111.65287243226571,621.3471484934578,621.3471484934578,1336.3576146811479,1336.3576146811479,2067.4180762761703,3632.8025544262637,3500.472897046233,0.028052761130136987,-159.0352171203762,162.741567884271,4.359894798320647,18.420024310420406,35.94871263445255,0.2313193,0.07852279,6,0.8359183673469388,12.77179331650482,48.82932366002234,la1.wav,silaba,la,male,grave
198.37153629120348,548.2889159603654,548.2889159603654,1571.141178600623,1571.141178600623,1480.8428842654716,2655.61187366037,2541.5512982536766,0.022317325367647058,-235.14318457498877,172.4217300418226,-7.871023878174604,29.146937580032755,11.991443161417996,0.18029213,0.0758378,2,0.38621315192743766,13.588516066458618,63.095262386271,la11.wav,silaba,la,male,media
106.33449712909561,338.86044319384416,338.86044319384416,893.930278745129,893.930278745129,1641.3546526542557,3213.319821085375,2633.1069946289062,0.0224609375,-221.88606511028613,170.84505503207043,19.56790366573621,15.213006806373029,35.14737843895351,0.20955953,0.09844302,2,0.3599092970521542,12.680621939690207,52.41035069082773,la14.wav,silaba,la,male,grave
258.0916014293068,523.1121985524924,523.1121985524924,1128.8795915829005,1128.8795915829005,2438.3078180458047,3223.2565073214078,4623.358154296875,0.0335693359375,-210.8197825803335,114.42996584626623,-45.4389870516319,2.708656928200283,-11.128792180948457,0.26158002,0.12840068,3,0.26702947845804986,44.284970437902,281.0631236259487,la15.wav,silaba,la,male,aguda
131.29342394225023,298.58812731948564,298.58812731948564,640.1372025922658,640.1372025922658,1212.1035484371887,1623.658646609545,2546.875,0.019151475694444444,-253.11566928683376,213.59719659542435,-16.595893533605494,22.00865361730978,22.368651843498526,0.16267782,0.08505507,3,0.37333333333333335,18.11625774376489,50.24297264652087,la16.wav,silaba,la,male,media
129.59388759044694,271.63331641856564,271.63331641856564,710.1658031680282,710.1658031680282,1874.367637837117,3457.975827179809,3523.8453584558824,0.02371036305147059,-189.46141823560893,157.54522796916697,19.176219184975995,25.179889388043218,7.619980285534041,0.26972893,0.108807154,2,0.3831292517006803,33.07749326306287,167.2351440693654,la2.wav,silaba,la,male,media
146.89570495730712,746.2818292665372,746.2818292665372,1555.6374317040993,1555.6374317040993,1944.303956651374,3208.005134004441,3038.1847292877906,0.033816315406976744,-164.36494333552605,163.1081024178655,-21.244837604408744,3.890297533235703,26.91539307444349,0.24799515,0.113913916,4,0.4876190476190476,8.62485365393989,31.318985843675136,la3.wav,silaba,la,male,media
95.32909815279879,204.02683972991156,204.02683972991156,756.9574517761802,756.9574517761802,677.4562522603183,1466.4810254848435,780.8619449013158,0.014725534539473685,-345.1955555367707,206.6092263356302,26.19366100074124,20.482054942944785,22.6696616579423,0.15582351,0.07471084,3,0.4295691609977324,27.1061774021417,67.37996482337468,la4.wav,silaba,la,male,grave
119.36812376681954,675.449570154443,675.449570154443,1460.3564149537503,1460.3564149537503,1797.3099189211634,2264.020397607125,3362.9245923913045,0.03643002717391304,-293.65930360891093,226.6440682262603,-51.60574191859516,-14.241422654022754,34.31338983817561,0.09603869,0.054041363,2,0.25541950113378686,84.59464575251582,287.5454693102522,la5.wav,silaba,la,male,grave
114.9202037761512,249.61990862074808,249.61990862074808,813.3933791023558,813.3933791023558,927.9326622286322,1327.272787654074,1455.64453125,0.0201904296875,-268.7674146486741,232.62709946240315,-7.577753248975288,22.393605687366275,2.9020747722216687,0.14663504,0.05998544,6,0.6849886621315193,12.949079614785205,104.19710767224973,la6.wav,silaba,la,male,grave
125.9909457592801,539.8939239088617,539.8939239088617,1258.4206767401722,1258.4206767401722,878.8511543249607,964.0548927988625,1580.205829326923,0.024094801682692308,-274.5942625384526,234.24104731419627,-16.325145549813566,-19.90759196001308,26.92013375470235,0.1865591,0.09430857,3,0.29024943310657597,61.114434107090084,248.8252085945992,la7.wav,silaba,la,male,media
111.71679704082595,274.9074101313154,274.9074101313154,826.7825315708268,826.7825315708268,984.5598526343591,1419.2305137606347,1362.744140625,0.022684151785714285,-289.4677406306774,206.40203630441937,-0.27387364817590787,14.678611595996198,20.720461184675386,0.1662645,0.07554798,3,0.3947392290249433,57.36683743168764,277.6008447384495,la8.wav,silaba,la,male,grave
141.80064308681673,538.4083857881716,538.4083857881716,1378.1481069102836,1378.1481069102836,2762.8370700344412,3575.7245460491067,6091.605718085107,0.04392972905585106,-310.1570676383891,140.0629450100977,-2.6317414365003984,19.944245433706975,-0.14545243694564441,0.08043956,0.106210284,4,1.0797278911564625,28.01408548522721,81.12506576200127,la9.wav,silaba,la,male,media
114.70046359520718,367.809435212894,367.809435212894,2044.1046067379937,2044.1046067379937,1036.9661664501925,2010.4617224966107,1790.8653846153845,0.01697716346153846,-269.74982488448944,188.02043368988583,12.992165238665462,37.17383233934523,46.20046284636747,0.23749763,0.10552611,3,0.4053333333333333,14.548684899078607,70.19105360581837,le0.wav,silaba,le,male,grave
103.71026433688073,344.28429663959906,344.28429663959906,2128.083663691942,2128.083663691942,1798.1472462428585,3103.7542734941912,3061.7523193359375,0.020726521809895832,-244.78143038052656,138.0289805431967,-5.247866005910176,56.14141490856624,76.31567067431445,0.17022996,0.055019315,5,1.1029478458049886,13.22546725542322,45.929225173213425,le1.wav,silaba,le,male,grave
188.72354936953033,361.060585899767,361.060585899767,1864.9491550188206,1864.9491550188206,1360.3733371133817,2762.5426480238907,2108.818359375,0.015087890625,-227.91935209204505,170.3488708981983,11.332660278336169,36.03191580928652,15.992118638674672,0.23275805,0.093223736,2,0.33993197278911563,56.31360773890229,145.5813078340751,le11.wav,silaba,le,male,media
120.9947604687824,367.93693808479776,367.93693808479776,1738.5771854401276,1738.5771854401276,1718.5219621820336,3268.234994679519,2737.79296875,0.020089285714285716,-193.2115559967919,163.98875174831588,7.198863182861646,22.764150806653863,47.725890075071604,0.26452437,0.1079671,3,0.313469387755102,75.34230718432883,226.4982581783462,le14.wav,silaba,le,male,media
320.64846493612896,459.23060094300587,459.23060094300587,885.8078805575069,885.8078805575069,2163.747062144684,3016.092199108553,3730.213341346154,0.035231370192307696,-219.5519011706251,113.0659711950895,-40.16493632185435,21.31743819840418,15.064960019299674,0.30164945,0.14060932,3,0.29024943310657597,77.04971615273458,174.55358031943672,le15.wav,silaba,le,male,aguda
124.6069804263675,404.51018514232004,404.51018514232004,1869.5734402310384,1869.5734402310384,1157.3450061528367,1678.176867540999,2456.25,0.015852864583333334,-247.05362488252675,206.62253846714054,-24.756289325992963,35.70817973251875,50.19133282054555,0.21955734,0.10803699,2,0.30933333333333335,15.112282545565401,41.59230793740883,le16.wav,silaba,le,male,media
120.0072926386205,349.41095538114973,349.41095538114973,1861.734573059621,1861.734573059621,1866.022202441048,3244.7039804237224,3635.037478885135,0.019201330236486486,-194.07432319740352,139.79422211390104,-1.4757060976485554,56.41061161415751,42.60087436998965,0.27815878,0.10044374,3,0.4179591836734694,33.412612396843265,163.68802756523033,le2.wav,silaba,le,male,media
145.86704122880457,421.4673282434571,421.4673282434571,2027.90193124924,2027.90193124924,1811.2732923072567,3037.235084409322,2585.9419389204545,0.026256214488636364,-207.69888532688768,140.1356607449156,-14.157847728508886,35.31001371401482,57.52336799672414,0.25433084,0.10584558,5,0.4992290249433107,10.301610525137354,33.64984313542642,le3.wav,silaba,le,male,media
93.41021961713221,338.0619793902436,338.0619793902436,2444.422224953087,2444.422224953087,888.5120667385142,1687.976744420383,1686.3189697265625,0.012359619140625,-307.0168657277709,195.37270186962877,-1.8230568287583737,49.732246805159164,67.26672159331937,0.20991516,0.094493575,2,0.3599092970521542,19.799625891206315,65.6734921809456,le4.wav,silaba,le,male,grave
132.30880886721692,417.4155154791068,417.4155154791068,1860.8316660960893,1860.8316660960893,1808.8419736977442,2148.4210805035023,3293.682861328125,0.036214192708333336,-277.909520463563,208.1322209972467,-59.80729752756783,16.69941659591292,69.46563169814075,0.1078766,0.063527614,2,0.26702947845804986,89.9097432080832,289.0122255383544,le5.wav,silaba,le,male,media
118.04701959026191,432.0525332306015,432.0525332306015,2209.027801318278,2209.027801318278,1329.5846267942443,1823.1340079199333,2871.77734375,0.021941654265873016,-239.20689468972725,184.24017249276378,-32.05191405425065,72.34866292570155,43.17935260417053,0.1977169,0.09579207,4,0.7198185941043084,20.31192088565201,98.33908890806921,le6.wav,silaba,le,male,grave
119.3558269714381,371.89291989496843,371.89291989496843,1707.5296316977422,1707.5296316977422,1119.0677473754631,1574.4051220253352,2290.4947916666665,0.025390625,-238.8351980340289,213.82489311454927,-27.249183276460865,12.562067957297218,46.19963563425917,0.2340068,0.11825795,2,0.301859410430839,32.22448714238385,146.2456077965537,le7.wav,silaba,le,male,grave
110.71332987915889,255.86625042113337,255.86625042113337,399.0541854843856,399.0541854843856,677.4624605447667,1201.4529259417527,1017.802734375,0.013975694444444445,-285.7677097643625,193.53875764700686,11.03154870861663,50.63420407294754,64.15558466085425,0.25831473,0.086103134,3,0.5108390022675737,40.891540228078455,157.64020924099015,le8.wav,silaba,le,male,grave
